ZIP,BLDGNO1,STREET1,STSUFX1,COUNTY,CITY,STATUS1,STATUS2,STATUS3,BLOCK,LOT,full_address
10301,6,TO 14 ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,6 TO 14 ARLO RD
10301,7,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,7 ARLO RD
10301,14,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,14 ARLO RD
10301,15,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,15 ARLO RD
10301,19,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,19 ARLO RD
10301,22,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,22 ARLO RD
10301,23,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,23 ARLO RD
10301,26,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,26 ARLO RD
10301,27,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,27 ARLO RD
10301,28,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,28 ARLO RD
10301,29,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,29 ARLO RD
10301,30,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,30 ARLO RD
10301,31,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,31 ARLO RD
10301,33,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,33 ARLO RD
10301,34,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,34 ARLO RD
10301,35,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,35 ARLO RD
10301,36,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,36 ARLO RD
10301,37,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,37 ARLO RD
10301,38,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,38 ARLO RD
10301,41,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,41 ARLO RD
10301,42,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,42 ARLO RD
10301,49,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,49 ARLO RD
10301,50,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,50 ARLO RD
10301,53,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,53 ARLO RD
10301,54,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,54 ARLO RD
10301,55,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,55 ARLO RD
10301,56,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,56 ARLO RD
10301,57,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,57 ARLO RD
10301,58,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,58 ARLO RD
10301,59,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,59 ARLO RD
10301,60,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,60 ARLO RD
10301,61,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,61 ARLO RD
10301,62,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,62 ARLO RD
10301,63,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,63 ARLO RD
10301,64,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,64 ARLO RD
10301,68,ARLO,RD,STATEN,ISLAND,MULTIPLE,DWELLING,A,595,15,68 ARLO RD
10301,69,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,69 ARLO RD
10301,73,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,73 ARLO RD
10301,74,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,74 ARLO RD
10301,80,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,80 ARLO RD
10301,81,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,81 ARLO RD
10301,82,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,82 ARLO RD
10301,84,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,84 ARLO RD
10301,85,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,85 ARLO RD
10301,86,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,86 ARLO RD
10301,88,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,88 ARLO RD
10301,89,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,89 ARLO RD
10301,91,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,91 ARLO RD
10301,93,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,93 ARLO RD
10301,94,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,94 ARLO RD
10301,95,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,95 ARLO RD
10301,97,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,97 ARLO RD
10301,99,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,99 ARLO RD
10301,101,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,101 ARLO RD
10301,107,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,107 ARLO RD
10301,110,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,110 ARLO RD
10301,111,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,111 ARLO RD
10301,115,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,115 ARLO RD
10301,121,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,121 ARLO RD
10301,123,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,123 ARLO RD
10301,127,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,127 ARLO RD
10301,128,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,128 ARLO RD
10301,130,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,130 ARLO RD
10301,131,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,131 ARLO RD
10301,132,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,132 ARLO RD
10301,136,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,136 ARLO RD
10301,137,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,137 ARLO RD
10301,141,ARLO,RD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,141 ARLO RD
10301,29,AVON,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,574,1,29 AVON PL
10301,37,AVON,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,574,62,37 AVON PL
10301,45,AVON,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,574,58,45 AVON PL
10301,100,BELMONT,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,20,8,100 BELMONT PL
10301,167,CARROLL,PL,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,14,1,167 CARROLL PL
10301,172,TO 182 CASTLETON,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,114,14,172 TO 182 CASTLETON AVE
10301,390,CASTLETON,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,128,60,390 CASTLETON AVE
10301,558,TO 568 CASTLETON,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,132,397,558 TO 568 CASTLETON AVE
10301,574,TO 578 CASTLETON,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,132,397,574 TO 578 CASTLETON AVE
10301,608,TO 618 CASTLETON,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,132,367,608 TO 618 CASTLETON AVE
10301,622,TO 628 CASTLETON,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,132,367,622 TO 628 CASTLETON AVE
10301,15,CENTRAL,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,5,71,15 CENTRAL AVE
10301,33,CENTRAL,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,5,57,33 CENTRAL AVE
10301,71,CENTRAL,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,B,5,39,71 CENTRAL AVE
10301,30,DANIEL LOW,TER,STATEN,ISLAND,MULTIPLE,DWELLING,A,28,77,30 DANIEL LOW TER
10301,101,DANIEL LOW,TER,STATEN,ISLAND,MULTIPLE,DWELLING,A,20,8,101 DANIEL LOW TER
10301,151,DANIEL LOW,TER,STATEN,ISLAND,MULTIPLE,DWELLING,B,18,90,151 DANIEL LOW TER
10301,157,DANIEL LOW,TER,STATEN,ISLAND,MULTIPLE,DWELLING,A,18,86,157 DANIEL LOW TER
10301,327,FILLMORE,ST,STATEN,ISLAND,MULTIPLE,DWELLING,B,70,56,327 FILLMORE ST
10301,86,GLENWOOD,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,602,12,86 GLENWOOD AVE
10301,54,TO 62 GRANT,ST,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,506,103,54 TO 62 GRANT ST
10301,60,HAMILTON,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,11,20,60 HAMILTON AVE
10301,201,TO 203 HAMILTON,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,22,70,201 TO 203 HAMILTON AVE
10301,217,TO 219 HAMILTON,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,22,70,217 TO 219 HAMILTON AVE
10301,150,HENDRICKS,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,44,15,150 HENDRICKS AVE
10301,434,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,434 HOWARD AVE
10301,440,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,593,590,440 HOWARD AVE
10301,460,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,460 HOWARD AVE
10301,464,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,464 HOWARD AVE
10301,468,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,468 HOWARD AVE
10301,472,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,472 HOWARD AVE
10301,476,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,476 HOWARD AVE
10301,488,TO 504 HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,488 TO 504 HOWARD AVE
10301,490,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,490 HOWARD AVE
10301,492,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,492 HOWARD AVE
10301,496,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,496 HOWARD AVE
10301,500,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,500 HOWARD AVE
10301,516,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,516 HOWARD AVE
10301,520,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,520 HOWARD AVE
10301,524,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,524 HOWARD AVE
10301,528,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,528 HOWARD AVE
10301,532,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,532 HOWARD AVE
10301,536,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,536 HOWARD AVE
10301,544,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,544 HOWARD AVE
10301,550,HOWARD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,550 HOWARD AVE
10301,4,TO 8 HUNTER,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,132,367,4 TO 8 HUNTER PL
10301,32,MONROE,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,18,127,32 MONROE AVE
10301,36,MONROE,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,18,130,36 MONROE AVE
10301,85,MONTGOMERY,AVE,MULTIPLE,DWELLING,A,421-A,(1-15),16,31,85 MONTGOMERY AVE
10301,2,NICHOLAS,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,14,108,2 NICHOLAS ST
10301,4,NICHOLAS,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,14,108,4 NICHOLAS ST
10301,17,TO 19 OSWEGO,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,655,30,17 TO 19 OSWEGO ST
10301,155,PROSPECT,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,64,3,155 PROSPECT AVE
10301,224,RICHMOND,TER,STATEN,ISLAND,MULTIPLE,DWELLING,A,13,60,224 RICHMOND TER
10301,250,TO 252 RICHMOND,TER,STATEN,ISLAND,MULTIPLE,DWELLING,A,14,96,250 TO 252 RICHMOND TER
10301,388,RICHMOND,TER,STATEN,ISLAND,MULTIPLE,DWELLING,A,3,15,388 RICHMOND TER
10301,514,RICHMOND,TER,STATEN,ISLAND,MULTIPLE,DWELLING,A,62,106,514 RICHMOND TER
10301,536,RICHMOND,TER,MULTIPLE,DWELLING,B,ROOMING,HOUSE,62,11,536 RICHMOND TER
10301,80,TO 82 SAINT MARKS,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,22,70,80 TO 82 SAINT MARKS PL
10301,90,TO 92 SAINT MARKS,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,22,70,90 TO 92 SAINT MARKS PL
10301,141,SAINT MARKS,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,15,1,141 SAINT MARKS PL
10301,273,SAINT MARKS,PL,MULTIPLE,DWELLING,A,ROOMING,HOUSE,8,34,273 SAINT MARKS PL
10301,285,SAINT MARKS,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,8,25,285 SAINT MARKS PL
10301,299,SAINT MARKS,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,8,19,299 SAINT MARKS PL
10301,84,SAINT PAULS,AVE,MULTIPLE,DWELLING,B,ROOMING,HOUSE,569,10,84 SAINT PAULS AVE
10301,40,TO 42 SCRIBNER,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,36,59,40 TO 42 SCRIBNER AVE
10301,25,SHERMAN,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,26,13,25 SHERMAN AVE
10301,131,SILVER LAKE,RD,STATEN,ISLAND,MULTIPLE,DWELLING,A,128,1,131 SILVER LAKE RD
10301,177,SILVER LAKE,RD,STATEN,ISLAND,MULTIPLE,DWELLING,A,128,18,177 SILVER LAKE RD
10301,1,TO 3 SLOSSON,TER,STATEN,ISLAND,MULTIPLE,DWELLING,B,5,118,1 TO 3 SLOSSON TER
10301,5,TO 7 SLOSSON,TER,STATEN,ISLAND,MULTIPLE,DWELLING,B,5,120,5 TO 7 SLOSSON TER
10301,9,TO 11 SLOSSON,TER,MULTIPLE,DWELLING,B,ROOMING,HOUSE,5,122,9 TO 11 SLOSSON TER
10301,13,TO 15 SLOSSON,TER,STATEN,ISLAND,MULTIPLE,DWELLING,B,5,124,13 TO 15 SLOSSON TER
10301,17,TO 19 SLOSSON,TER,MULTIPLE,DWELLING,B,ROOMING,HOUSE,5,35,17 TO 19 SLOSSON TER
10301,7,STRATFORD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,7 STRATFORD AVE
10301,11,STRATFORD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,11 STRATFORD AVE
10301,21,STRATFORD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,21 STRATFORD AVE
10301,25,STRATFORD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,25 STRATFORD AVE
10301,27,STRATFORD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,27 STRATFORD AVE
10301,29,STRATFORD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,29 STRATFORD AVE
10301,31,STRATFORD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,31 STRATFORD AVE
10301,33,STRATFORD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,33 STRATFORD AVE
10301,35,STRATFORD,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,595,15,35 STRATFORD AVE
10301,100,STUYVESANT,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,8,46,100 STUYVESANT PL
10301,115,STUYVESANT,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,7,50,115 STUYVESANT PL
10301,3,TO 9 VAN CORTLANDT,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,601,50,3 TO 9 VAN CORTLANDT AVE
10301,193,TO 195 VAN DUZER,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,505,46,193 TO 195 VAN DUZER ST
10301,45,VICTORY,BLVD,MULTIPLE,DWELLING,B,ROOMING,HOUSE,16,142,45 VICTORY BLVD
10301,150,VICTORY,BLVD,MULTIPLE,DWELLING,B,421-A,(16),569,103,150 VICTORY BLVD
10301,200,VICTORY,BLVD,STATEN,ISLAND,MULTIPLE,DWELLING,B,575,22,200 VICTORY BLVD
10301,610,VICTORY,BLVD,STATEN,ISLAND,MULTIPLE,DWELLING,A,589,53,610 VICTORY BLVD
10301,630,VICTORY,BLVD,STATEN,ISLAND,MULTIPLE,DWELLING,A,589,44,630 VICTORY BLVD
10301,650,VICTORY,BLVD,STATEN,ISLAND,MULTIPLE,DWELLING,A,589,35,650 VICTORY BLVD
10301,700,VICTORY,BLVD,STATEN,ISLAND,MULTIPLE,DWELLING,A,590,1,700 VICTORY BLVD
10301,800,VICTORY,BLVD,STATEN,ISLAND,MULTIPLE,DWELLING,A,593,1,800 VICTORY BLVD
10301,937,VICTORY,BLVD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,240,3,937 VICTORY BLVD
10301,961,VICTORY,BLVD,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,240,16,961 VICTORY BLVD
10301,50,WALL,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,8,43,50 WALL ST
10301,54,WALL,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,8,41,54 WALL ST
10301,62,WALL,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,8,40,62 WALL ST
10301,65,WESTERVELT,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,22,112,65 WESTERVELT AVE
10301,319,TO 325 WESTERVELT,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,27,6,319 TO 325 WESTERVELT AVE
10301,363,WESTERVELT,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,B,25,25,363 WESTERVELT AVE
10301,375,WOODSTOCK,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,114,5,375 WOODSTOCK AVE
10301,407,WOODSTOCK,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,115,6,407 WOODSTOCK AVE
10302,1540,TO 1546 CASTLETON,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,1035,12,1540 TO 1546 CASTLETON AVE
10302,100,TO 102 HAMLIN,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,386,1,100 TO 102 HAMLIN PL
10302,137,HEBERTON,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,1015,1,137 HEBERTON AVE
10302,160,HEBERTON,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,1020,20,160 HEBERTON AVE
10302,192,HEBERTON,AVE,MULTIPLE,DWELLING,B,ROOMING,HOUSE,1021,30,192 HEBERTON AVE
10302,245,HEBERTON,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,B,1030,38,245 HEBERTON AVE
10302,317,TO 325 JEWETT,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,238,46,317 TO 325 JEWETT AVE
10302,565,TO 569 JEWETT,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,356,304,565 TO 569 JEWETT AVE
10302,575,JEWETT,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,356,172,575 JEWETT AVE
10302,18,MAPLE,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,B,ROOMING,HOUSE,18 MAPLE AVE
10302,150,NICHOLAS,AVE,MULTIPLE,DWELLING,B,GARDEN,COMPLEX,1117,37,150 NICHOLAS AVE
10302,152,NICHOLAS,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,B,1117,37,152 NICHOLAS AVE
10302,70,PARK,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,1004,32,70 PARK AVE
10302,11,PORT RICHMOND,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,1003,14,11 PORT RICHMOND AVE
10302,151,PORT RICHMOND,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,1023,10,151 PORT RICHMOND AVE
10302,601,PORT RICHMOND,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,1060,24,601 PORT RICHMOND AVE
10302,945,TO 947 POST,AVE,MULTIPLE,DWELLING,B,ROOMING,HOUSE,1027,26,945 TO 947 POST AVE
10302,17,SLAIGHT,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,1086,8,17 SLAIGHT ST
10302,31,SLAIGHT,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,1086,8,31 SLAIGHT ST
10302,150,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,78,150 TRANTOR PL
10302,160,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,78,160 TRANTOR PL
10302,165,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,85,165 TRANTOR PL
10302,170,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,78,170 TRANTOR PL
10302,171,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,85,171 TRANTOR PL
10302,175,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,85,175 TRANTOR PL
10302,180,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,78,180 TRANTOR PL
10302,181,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,85,181 TRANTOR PL
10302,185,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,85,185 TRANTOR PL
10302,190,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,78,190 TRANTOR PL
10302,195,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,85,195 TRANTOR PL
10302,200,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,13,200 TRANTOR PL
10302,205,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,85,205 TRANTOR PL
10302,210,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,13,210 TRANTOR PL
10302,215,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,85,215 TRANTOR PL
10302,220,TRANTOR,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,1133,13,220 TRANTOR PL
10302,90,VREELAND,ST,MULTIPLE,DWELLING,B,ROOMING,HOUSE,1023,15,90 VREELAND ST
10303,80,TO 88 ANDROS,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,1239,1,80 TO 88 ANDROS AVE
10303,85,BRABANT,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,1243,1,85 BRABANT ST
10303,87,BRABANT,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,1243,1,87 BRABANT ST
10303,91,BRABANT,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,1243,1,91 BRABANT ST
10303,93,BRABANT,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,1243,1,93 BRABANT ST
10303,14,TO 22 DAVIDSON,CT,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,1239,1,14 TO 22 DAVIDSON CT
10303,15,TO 23 DAVIDSON,CT,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,1239,1,15 TO 23 DAVIDSON CT
10303,331,HARBOR,RD,STATEN,ISLAND,MULTIPLE,DWELLING,A,1234,22,331 HARBOR RD
10303,339,HARBOR,RD,STATEN,ISLAND,MULTIPLE,DWELLING,A,1234,22,339 HARBOR RD
10303,207,LOCKMAN,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,1243,1,207 LOCKMAN AVE
10303,211,LOCKMAN,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,1243,1,211 LOCKMAN AVE
10303,115,TO 123 MERSEREAU,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,1239,1,115 TO 123 MERSEREAU AVE
10303,40,TO 56 WILLOW,RD,STATEN,ISLAND,MULTIPLE,DWELLING,A,1136,237,40 TO 56 WILLOW RD
10304,21,BALTIC,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,3151,1,21 BALTIC AVE
10304,533,TO 539 BAY,ST,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,490,4,533 TO 539 BAY ST
10304,694,BAY,ST,STATEN,ISLAND,MULTIPLE,DWELLING,B,528,43,694 BAY ST
10304,46,BROAD,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,529,22,46 BROAD ST
10304,91,BROAD,ST,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,526,14,91 BROAD ST
10304,180,BROAD,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,545,40,180 BROAD ST
10304,4,CHESTER,PL,STATEN,ISLAND,MULTIPLE,DWELLING,A,579,45,4 CHESTER PL
10304,1950,CLOVE,RD,A,GARDEN,COMPLEX,ARTICLE,11,3157,1,1950 CLOVE RD
10304,163,TO 169 CROMWELL,AVE,STATEN,ISLAND,MULTIPLE,DWELLING,A,3318,7501,163 TO 169 CROMWELL AVE
10304,180,CROMWELL,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,3319,42,180 CROMWELL AVE
10304,15,TO 33 FAIRWAY,AVE,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,2869,1,15 TO 33 FAIRWAY AVE
10304,392,FLAGG,PL,MULTIPLE,DWELLING,A,GARDEN,COMPLEX,897,82,392 FLAGG PL
10304,73,HARRISON,ST,STATEN,ISLAND,MULTIPLE,DWELLING,A,530,60,73 HARRISON ST
